nazwa,miasto,branza,kod
CUBUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Warszawa,Sprzedaż hurtowa wyrobów tekstylnych,"['46', '41', 'Z']"
CUBUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Warszawa,Sprzedaż hurtowa odzieży i obuwia,"['46', '42', 'Z']"
CUBUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Warszawa,Sprzedaż hurtowa perfum i kosmetyków,"['46', '45', 'Z']"
CUBUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Warszawa,Pozostała sprzedaż detaliczna prowadzona w niewyspecjalizowanych sklepach,"['47', '19', 'Z']"
CUBUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Warszawa,Sprzedaż detaliczna wyrobów tekstylnych prowadzona w wyspecjalizowanych sklepach,"['47', '51', 'Z']"
CUBUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Warszawa,Sprzedaż detaliczna obuwia i wyrobów skórzanych prowadzona w wyspecjalizowanych sklepach,"['47', '72', 'Z']"
CUBUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Warszawa,Sprzedaż detaliczna kosmetyków i artykułów toaletowych prowadzona w wyspecjalizowanych sklepach,"['47', '75', 'Z']"
CUBUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Warszawa,Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub internet,"['47', '91', 'Z']"
"AGENCJA OCHRONY ""EFEKT WAR-MA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Olsztyn,Naprawa i konserwacja urządzeń elektronicznych i optycznych,"['33', '13', 'Z']"
"AGENCJA OCHRONY ""EFEKT WAR-MA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Olsztyn,Wykonywanie instalacji elektrycznych,"['43', '21', 'Z']"
"AGENCJA OCHRONY ""EFEKT WAR-MA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Olsztyn,Pozostała działalność usługowa w zakresie technologii informatycznych i komputerowych,"['62', '09', 'Z']"
"AGENCJA OCHRONY ""EFEKT WAR-MA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Olsztyn,"Pozostała działalność usługowa, gdzie indziej niesklasyfikowana","['96', '09', 'Z']"
"AGENCJA OCHRONY ""EFEKT WAR-MA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Olsztyn,Działalność ochroniarska w zakresie obsługi systemów bezpieczeństwa,"['80', '20', 'Z']"
"AGENCJA OCHRONY ""EFEKT WAR-MA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Olsztyn,Niespecjalistyczne sprzątanie budynków i obiektów przemysłowych,"['81', '21', 'Z']"
"AGENCJA OCHRONY ""EFEKT WAR-MA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Olsztyn,Specjalistyczne sprzątanie budynków i obiektów przemysłowych,"['81', '22', 'Z']"
"AGENCJA OCHRONY ""EFEKT WAR-MA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Olsztyn,Pozostałe sprzątanie,"['81', '29', 'Z']"
"AGENCJA OCHRONY ""EFEKT WAR-MA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Olsztyn,Pozostałe formy udzielania kredytów,"['64', '92', 'Z']"
"""ECO-ARMATURA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Stargard Szczeciński,Naprawa i konserwacja maszyn,"['33', '12', 'Z']"
"""ECO-ARMATURA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Stargard Szczeciński,"Pozostałe specjalistyczne roboty budowlane, gdzie indziej niesklasyfikowane","['43', '99', 'Z']"
"""ECO-ARMATURA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Stargard Szczeciński,"Wykonywanie instalacji wodno-kanalizacyjnych, cieplnych, gazowych i klimatyzacyjnych","['43', '22', 'Z']"
"""ECO-ARMATURA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Stargard Szczeciński,Sprzedaż hurtowa niewyspecjalizowana,"['46', '90', 'Z']"
"""ECO-ARMATURA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Stargard Szczeciński,Kupno i sprzedaż nieruchomości na własny rachunek,"['68', '10', 'Z']"
"""ECO-ARMATURA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Stargard Szczeciński,Wynajem i zarządzanie nieruchomościami własnymi lub dzierżawionymi,"['68', '20', 'Z']"
"""ECO-ARMATURA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Stargard Szczeciński,Pozostałe doradztwo w zakresie prowadzenia działalności gospodarczej i zarządzania,"['70', '22', 'Z']"
"""ECO-ARMATURA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Stargard Szczeciński,"Pozaszkolne formy edukacji, gdzie indziej niesklasyfikowane","['85', '59', None]"
"""ECO-ARMATURA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Stargard Szczeciński,Pozostała sprzedaż hurtowa,"['51', '90', 'Z']"
MARCPOL SPÓŁKA AKCYJNA W UPADŁOŚCI,Łomianki,Przetwarzanie i konserwowanie mięsa oraz produkcja wyrobów z mięsa,"['10', '1', None]"
MARCPOL SPÓŁKA AKCYJNA W UPADŁOŚCI,Łomianki,Roboty budowlane związane ze wznoszeniem budynków,"['41', None, None]"
MARCPOL SPÓŁKA AKCYJNA W UPADŁOŚCI,Łomianki,Magazynowanie i przechowywanie pozostałych towarów,"['52', '10', 'B']"
MARCPOL SPÓŁKA AKCYJNA W UPADŁOŚCI,Łomianki,Działalność związana z obsługą rynku nieruchomości,"['68', None, None]"
MARCPOL SPÓŁKA AKCYJNA W UPADŁOŚCI,Łomianki,Działalność firm centralnych (head offices); Doradztwo związane z zarządzaniem,"['70', None, None]"
MARCPOL SPÓŁKA AKCYJNA W UPADŁOŚCI,Łomianki,Reklama,"['73', '1', None]"
MARCPOL SPÓŁKA AKCYJNA W UPADŁOŚCI,Łomianki,"Pozostała działalność profesjonalna, naukowa i techniczna","['74', None, None]"
MARCPOL SPÓŁKA AKCYJNA W UPADŁOŚCI,Łomianki,Wynajem i dzierżawa,"['77', None, None]"
MARCPOL SPÓŁKA AKCYJNA W UPADŁOŚCI,Łomianki,Działalność usługowa związana z utrzymaniem porządku w budynkach i zagospodarowaniem terenów zieleni,"['81', None, None]"
ESPART SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Poznań,Chów i hodowla drobiu,"['01', '47', 'Z']"
ESPART SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Poznań,Działalność usługowa wspomagająca chów i hodowlę zwierząt gospodarskich,"['01', '62', 'Z']"
ESPART SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Poznań,Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych,"['41', '20', 'Z']"
ESPART SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Poznań,Sprzedaż hurtowa i detaliczna samochodów osobowych i furgonetek,"['45', '11', 'Z']"
ESPART SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Poznań,"Sprzedaż hurtowa mleka, wyrobów mleczarskich, jaj, olejów i tłuszczów jadalnych","['46', '33', 'Z']"
ESPART SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Poznań,Sprzedaż hurtowa pozostałych maszyn i urządzeń,"['46', '69', 'Z']"
ESPART SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Poznań,Pozostała działalność usługowa w zakresie technologii informatycznych i komputerowych,"['62', '09', 'Z']"
ESPART SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Poznań,Pozostałe doradztwo w zakresie prowadzenia działalności gospodarczej i zarządzania,"['70', '22', 'Z']"
ESPART SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,Poznań,Wynajem i dzierżawa samochodów osobowych i furgonetek,"['77', '11', 'Z']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Produkcja pozostałych wyrobów z drewna,"['20', '51', 'Z']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Zakładanie stolarki budowlanej,"['45', '42', 'Z']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Szklenie,"['45', '44', 'B']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Sprzedaż hurtowa materiałów budowlanych i wyposażenia sanitarnego,"['51', '53', 'B']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,"Kucie, prasowanie, wytłaczanie i walcowanie metali","['28', '40', 'Z']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Pozostałe placówki gastronomiczne,"['55', '30', 'B']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Towarowy transport drogowy pojazdami uniwersalnymi,"['60', '24', 'B']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Produkcja wyrobów stolarskich i ciesielskich dla budownictwa,"['20', '30', 'Z']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Produkcja wyrobów tartacznych,"['20', '10', 'A']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Działalność usługowa w zakresie impregnowania drewna,"['20', '10', 'B']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Produkcja arkuszy fornirowanych; Produkcja płyt i sklejek,"['20', '20', 'Z']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Produkcja opakowań drewnianych,"['20', '40', 'Z']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,"Produkcja wyrobów z korka, słomy i z materiałów używanych do wyplatania","['20', '52', 'Z']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Produkcja krzeseł i mebli do siedzenia,"['36', '11', 'Z']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Produkcja mebli biurowych i sklepowych pozostała,"['36', '12', 'Z']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Produkcja mebli kuchennych,"['36', '13', 'Z']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,"Produkcja mebli pozostała, z wyjątkiem działalności usługowej","['36', '14', 'A']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Działalność usługowa w zakresie wykończenia mebli,"['36', '14', 'B']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,"Posadzkarstwo, tapetowanie i oblicowywanie ścian","['45', '43', 'A']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Tynkowanie,"['45', '41', 'Z']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Malowanie,"['45', '44', 'A']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Sprzedaż hurtowa drewna,"['51', '53', 'A']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Wykonywanie pozostałych robót budowlanych wykończeniowych,"['45', '45', 'Z']"
"WŁOCŁAWSKIE PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""FOREST"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Włocławek,Wykonywanie robót ogólnobudowlanych związanych z wznoszeniem budynków,"['45', '21', 'A']"
"PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE ""FABET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Żory,"Produkcja pozostałych wyrobów z betonu, gipsu i cementu","['23', '69', 'Z']"
"PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE ""FABET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Żory,Produkcja konstrukcji metalowych i ich części,"['25', '11', 'Z']"
"PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE ""FABET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Żory,"Produkcja pozostałych wyrobów, gdzie indziej niesklasyfikowana","['32', '99', 'Z']"
"PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE ""FABET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Żory,Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych,"['41', '20', 'Z']"
"PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE ""FABET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Żory,Transport drogowy towarów,"['49', '41', 'Z']"
"PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE ""FABET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Żory,Realizacja projektów budowlanych związanych ze wznoszeniem budynków,"['41', '10', 'Z']"
"PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE ""FABET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Żory,Wynajem i zarządzanie nieruchomościami własnymi lub dzierżawionymi,"['68', '20', 'Z']"
"PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE ""FABET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Żory,"Wynajem i dzierżawa pozostałych maszyn, urządzeń oraz dóbr materialnych, gdzie indziej niesklasyfikowane","['77', '39', 'Z']"
"PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE ""FABET"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Żory,"Pozostała działalność usługowa, gdzie indziej niesklasyfikowana","['96', '09', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,Produkcja urządzeń dźwigowych i chwytaków,"['28', '22', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,Produkcja pojazdów samochodowych przeznaczonych do przewozu towarów,"['29', '10', 'D']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,Obróbka metali i nakładanie powłok na metale,"['25', '61', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,Obróbka mechaniczna elementów metalowych,"['25', '62', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,"Produkcja elektrycznych silników, prądnic i transformatorów","['27', '11', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,Produkcja maszyn dla górnictwa i do wydobywania oraz budownictwa,"['28', '92', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,Naprawa i konserwacja urządzeń elektrycznych,"['33', '14', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,"Wytwarzanie i zaopatrywanie w parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych","['35', '30', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,"Pozostałe specjalistyczne roboty budowlane, gdzie indziej niesklasyfikowane","['43', '99', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,"Konserwacja i naprawa pojazdów samochodowych, z wyłączeniem motocykli","['45', '20', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,"Sprzedaż hurtowa maszyn wykorzystywanych w górnictwie, budownictwie oraz inżynierii lądowej i wodnej","['46', '63', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,Sprzedaż hurtowa metali i rud metali,"['46', '72', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,"Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami","['47', '99', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,Transport drogowy towarów,"['49', '41', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,Wynajem i zarządzanie nieruchomościami własnymi lub dzierżawionymi,"['68', '20', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,Badania naukowe i prace rozwojowe w dziedzinie pozostałych nauk przyrodniczych i technicznych,"['72', '19', 'Z']"
FABRYKA MASZYN W LEŻAJSKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ,Leżajsk,"Wynajem i dzierżawa pozostałych maszyn, urządzeń oraz dóbr materialnych, gdzie indziej niesklasyfikowane","['77', '39', 'Z']"
"KROŚNIEŃSKIE HUTY SZKŁA ""KROSNO"" SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Krosno,Produkcja wyrobów z pozostałych mineralnych surowców niemetalicznych,"['23', None, None]"
"KROŚNIEŃSKIE HUTY SZKŁA ""KROSNO"" SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Krosno,Badania naukowe i prace rozwojowe,"['72', None, None]"
"KROŚNIEŃSKIE HUTY SZKŁA ""KROSNO"" SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Krosno,"Sprzedaż hurtowa wyrobów porcelanowych, ceramicznych i szklanych oraz środków czyszczących","['46', '44', 'Z']"
"KROŚNIEŃSKIE HUTY SZKŁA ""KROSNO"" SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Krosno,Działalność agentów zajmujących się sprzedażą towarów różnego rodzaju,"['46', '19', 'Z']"
"KROŚNIEŃSKIE HUTY SZKŁA ""KROSNO"" SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Krosno,Transport drogowy towarów,"['49', '41', 'Z']"
"KROŚNIEŃSKIE HUTY SZKŁA ""KROSNO"" SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Krosno,Wynajem i zarządzanie nieruchomościami własnymi lub dzierżawionymi,"['68', '20', 'Z']"
"KROŚNIEŃSKIE HUTY SZKŁA ""KROSNO"" SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Krosno,"Wynajem i dzierżawa pozostałych maszyn, urządzeń oraz dóbr materialnych, gdzie indziej niesklasyfikowane","['77', '39', 'Z']"
"KROŚNIEŃSKIE HUTY SZKŁA ""KROSNO"" SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Krosno,Hotele i podobne obiekty zakwaterowania,"['55', '10', 'Z']"
"KROŚNIEŃSKIE HUTY SZKŁA ""KROSNO"" SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Krosno,Restauracje i inne stałe placówki gastronomiczne,"['56', '10', 'A']"
SUMMIT SPÓŁKA AKCYJNA W UPADŁOŚCI,Chorzów,Produkcja odzieży,"['14', None, None]"
SUMMIT SPÓŁKA AKCYJNA W UPADŁOŚCI,Chorzów,Pozostała produkcja wyrobów,"['32', None, None]"
SUMMIT SPÓŁKA AKCYJNA W UPADŁOŚCI,Chorzów,Roboty budowlane związane ze wznoszeniem budynków,"['41', None, None]"
SUMMIT SPÓŁKA AKCYJNA W UPADŁOŚCI,Chorzów,Roboty budowlane specjalistyczne,"['43', None, None]"
SUMMIT SPÓŁKA AKCYJNA W UPADŁOŚCI,Chorzów,"Handel hurtowy, z wyłączeniem handlu pojazdami samochodowymi","['46', None, None]"
SUMMIT SPÓŁKA AKCYJNA W UPADŁOŚCI,Chorzów,"Handel detaliczny, z wyłączeniem handlu detalicznego pojazdami samochodowymi","['47', None, None]"
SUMMIT SPÓŁKA AKCYJNA W UPADŁOŚCI,Chorzów,Transport lądowy oraz transport rurociągowy,"['49', None, None]"
SUMMIT SPÓŁKA AKCYJNA W UPADŁOŚCI,Chorzów,Wynajem i dzierżawa,"['77', None, None]"
SUMMIT SPÓŁKA AKCYJNA W UPADŁOŚCI,Chorzów,"Działalność sportowa, rozrywkowa i rekreacyjna","['93', None, None]"
